,word,idf_weights
297,agoraphobic,14.520811926937839
298,agree,9.08490889743724
299,agreeable,14.115346818829675
300,agreement,14.520811926937839
301,agression,14.520811926937839
302,agressive,14.520811926937839
303,agri,14.115346818829675
304,agricultural,14.520811926937839
305,agriculture,14.115346818829675
306,agt,14.520811926937839
307,ah,9.28436996410789
308,aha,13.42219963826973
309,ahaaaaaaa,14.520811926937839
310,ahah,13.604521195063684
311,ahaha,13.827664746377895
312,ahahah,10.896470993961474
313,ahd,14.520811926937839
314,ahead,11.550397461368139
315,ahem,14.115346818829675
316,ahey,14.115346818829675
317,ahh,10.618839257363195
318,ahhh,12.035905277149839
319,ahhhh,13.827664746377895
320,ahoy,14.520811926937839
321,ahve,13.604521195063684
322,ai,12.218226833943794
323,aid,13.016734530161566
324,aide,14.115346818829675
325,aiden,14.520811926937839
326,aids,14.115346818829675
327,aight,14.520811926937839
328,aiko,14.115346818829675
329,ailment,14.520811926937839
330,aim,13.42219963826973
331,ain,14.520811926937839
332,air,10.47776065910329
333,airbender,14.115346818829675
334,airbnb,13.604521195063684
335,airboat,14.520811926937839
336,aires,13.604521195063684
337,airforce,14.115346818829675
338,airline,12.505908906395575
339,airliner,14.520811926937839
340,airlines,14.115346818829675
341,airplane,11.243667193945663
342,airport,12.649009750036248
343,airy,14.520811926937839
344,aishwarya,14.115346818829675
345,aisle,14.115346818829675
346,aj,14.115346818829675
347,ajaja,13.827664746377895
348,ak,14.520811926937839
349,aka,13.13451756581795
350,akamai,14.115346818829675
351,ake,14.520811926937839
352,akin,14.115346818829675
353,al,12.729052457709784
354,alabama,10.569568208356412
355,alabamas,14.520811926937839
356,alamo,14.520811926937839
357,alan,13.827664746377895
358,alands,14.520811926937839
359,alarm,13.42219963826973
360,alas,13.604521195063684
361,alaska,10.844511255030763
362,alaskan,14.520811926937839
363,alb,14.520811926937839
364,albanian,14.520811926937839
365,albany,14.520811926937839
366,albeit,14.115346818829675
367,albert,12.441370385258004
368,alberta,13.827664746377895
369,albertacos,14.115346818829675
370,albertson,14.520811926937839
371,albino,13.827664746377895
372,album,11.630440169041675
373,alchemist,14.520811926937839
374,alchohol,14.115346818829675
375,alcohol,11.385317711008689
376,alcoholic,11.995083282629585
377,alcoholism,14.520811926937839
378,aldean,14.115346818829675
379,aldeen,14.520811926937839
380,aldi,13.42219963826973
381,aldis,13.604521195063684
382,aldous,14.520811926937839
383,ale,13.604521195063684
384,alert,13.827664746377895
385,aletheia,14.115346818829675
386,alex,12.505908906395575
387,alexa,14.520811926937839
388,alexander,12.816063834699415
389,alexandra,14.520811926937839
390,alfa,14.520811926937839
391,alfie,14.520811926937839
392,alfred,12.911374014503739
393,alfredo,13.016734530161566
394,algae,14.115346818829675
395,algebra,12.729052457709784
396,alger,14.115346818829675
397,algeria,12.32358734960162
398,algerian,14.520811926937839
399,algorithim,14.115346818829675
400,algorithm,13.42219963826973
401,algorithmic,14.115346818829675
402,alias,14.520811926937839
403,alice,13.13451756581795
404,alicia,13.827664746377895
405,alien,11.363811505787726
406,align,14.115346818829675
407,alignment,14.520811926937839
408,alike,12.269520128331344
409,alimony,14.520811926937839
410,aline,14.520811926937839
411,alison,14.520811926937839
412,alittle,14.115346818829675
413,alive,10.819509952825346
414,all,6.883577538148367
415,allday,14.520811926937839
416,allege,14.115346818829675
417,allegiance,14.115346818829675
418,allegra,14.520811926937839
419,allemande,14.115346818829675
420,allen,14.115346818829675
421,allentown,14.520811926937839
422,allergen,14.520811926937839
423,allergic,9.900753128455998
424,allergy,10.157713302149476
425,alleviate,14.115346818829675
426,alleviation,14.115346818829675
427,alley,13.268048958442472
428,allie,12.218226833943794
429,alligator,12.649009750036248
430,allison,14.115346818829675
431,alllllll,13.604521195063684
432,allons,14.115346818829675
433,allot,13.268048958442472
434,allow,10.46036891639142
435,allowance,14.520811926937839
436,alloy,14.520811926937839
437,alls,14.520811926937839
438,allstar,14.520811926937839
439,allston,13.016734530161566
440,alltime,14.115346818829675
441,alluring,14.520811926937839
442,ally,13.827664746377895
443,allyl,14.115346818829675
444,alma,13.827664746377895
445,almanac,14.115346818829675
446,almighty,13.604521195063684
447,almond,13.604521195063684
448,almost,9.252953767874512
449,aloha,13.42219963826973
450,alomnd,14.520811926937839
451,alomnds,14.520811926937839
452,alone,9.289703310083253
453,along,9.64180507532002
454,alongside,14.520811926937839
455,aloof,13.827664746377895
456,alos,14.115346818829675
457,aloso,14.115346818829675
458,alost,14.520811926937839
459,alot,9.15717509426916
460,alp,14.115346818829675
461,alpaca,12.169436669774361
462,alpacas,13.827664746377895
463,alpha,13.827664746377895
464,alphabet,12.911374014503739
465,alphabetically,14.520811926937839
466,alphabetize,14.115346818829675
467,alphonsus,14.115346818829675
468,alps,13.827664746377895
469,already,9.876421027796466
470,alright,9.74168843382631
471,alrighty,14.520811926937839
472,als,14.520811926937839
473,alsheimer,14.520811926937839
474,alsip,14.520811926937839
475,also,7.383533489677454
476,alt,13.42219963826973
477,alter,14.115346818829675
478,alternate,13.016734530161566
479,alternative,11.630440169041675
480,alternatively,14.115346818829675
481,althogh,14.115346818829675
482,although,9.811281725625506
483,althought,14.520811926937839
484,altitude,13.268048958442472
485,alto,13.268048958442472
486,altogether,13.42219963826973
487,alton,14.115346818829675
488,altough,14.520811926937839
489,altston,14.115346818829675
490,alum,13.016734530161566
491,alumna,13.604521195063684
492,alumnus,13.268048958442472
493,alut,14.520811926937839
494,alvarez,14.520811926937839
495,alvie,14.520811926937839
496,alvin,14.520811926937839
497,alviss,14.520811926937839
498,alwasy,14.115346818829675
499,alway,13.268048958442472
500,always,7.782659432341882
501,alwayse,14.115346818829675
502,alyssa,13.42219963826973
503,alzheimer,13.604521195063684
504,am,10.639248128994401
505,amadeus,14.520811926937839
506,amanda,13.268048958442472
507,amarillo,14.520811926937839
508,amateur,12.729052457709784
509,amaze,12.035905277149839
510,amazed,13.016734530161566
511,amazin,14.520811926937839
512,amazing,8.889600145116475
513,amazon,11.206625922265314
514,amber,14.520811926937839
515,ambiance,13.827664746377895
516,ambient,14.115346818829675
517,ambition,13.016734530161566
518,ambitious,12.218226833943794
519,amble,14.115346818829675
520,ambrite,14.520811926937839
521,ambrosia,14.520811926937839
522,ambulance,14.115346818829675
523,amd,13.42219963826973
524,amelie,14.520811926937839
525,amen,12.816063834699415
526,america,10.21674683373367
527,american,10.072295550995126
528,americans,12.505908906395575
529,americas,13.827664746377895
530,americorps,14.115346818829675
531,amerture,14.115346818829675
532,amethyst,14.520811926937839
533,amherst,13.268048958442472
534,ami,13.42219963826973
535,amical,14.520811926937839
536,amiga,14.520811926937839
537,amigo,14.115346818829675
538,amily,14.520811926937839
539,amir,14.520811926937839
540,amiral,14.520811926937839
541,amish,13.604521195063684
542,amke,14.115346818829675
543,amm,14.520811926937839
544,amma,14.520811926937839
545,ammo,14.520811926937839
546,amok,14.520811926937839
547,amon,14.115346818829675
548,among,12.441370385258004
549,amonth,14.520811926937839
550,amory,14.115346818829675
551,amount,11.243667193945663
552,amp,14.520811926937839
553,amphetamine,14.520811926937839
554,amphibian,14.115346818829675
555,ample,13.827664746377895
556,amputate,13.827664746377895
557,amputation,14.520811926937839
558,amsterdam,12.649009750036248
559,amusement,13.604521195063684
560,amusing,14.115346818829675
561,amy,12.169436669774361
562,amzing,14.115346818829675
563,an,7.0565886663110104
564,anaconda,14.520811926937839
565,analog,14.520811926937839
566,analyst,12.218226833943794
567,analytic,13.827664746377895
568,analyze,12.505908906395575
569,anaphylactic,14.520811926937839
570,anarchist,14.520811926937839
571,anarchy,13.604521195063684
572,anatomically,14.520811926937839
573,anatomy,11.846663277511311
574,ancestor,13.827664746377895
575,ancestry,14.115346818829675
576,anchor,14.520811926937839
577,anchorage,14.520811926937839
578,ancient,12.911374014503739
579,and,5.260777037937805
580,andes,14.115346818829675
581,andi,14.115346818829675
582,andover,14.115346818829675
583,andres,14.115346818829675
584,andrew,13.827664746377895
585,android,12.574901777882527
586,andvegetables,14.520811926937839
587,andy,13.827664746377895
588,anesthesia,14.520811926937839
589,anesthesiologist,14.115346818829675
590,anesthetist,14.115346818829675
591,aneurysm,14.115346818829675
592,anf,13.827664746377895
593,ang,14.115346818829675
594,angel,11.779971903012639
595,angela,13.016734530161566
596,angeles,11.60304119485356
597,angelic,14.520811926937839
598,anger,12.911374014503739
599,angie,14.520811926937839
600,angle,13.827664746377895
601,angry,11.429769473579524
602,anima,14.520811926937839
603,animal,8.123049285417801
604,animate,13.42219963826973
605,animated,14.520811926937839
606,animation,12.32358734960162
607,animator,13.016734530161566
608,anime,10.19667927068286
609,anit,14.115346818829675
610,anitcapte,14.115346818829675
611,anka,14.520811926937839
612,ankara,14.115346818829675
613,ankle,12.169436669774361
614,ann,12.505908906395575
615,anna,13.13451756581795
616,anne,11.881754597322582
617,annie,13.268048958442472
618,anniversary,11.881754597322582
619,annnnnd,14.115346818829675
620,annotate,14.520811926937839
621,annotation,14.520811926937839
622,announce,14.115346818829675
623,announcement,14.520811926937839
624,announcer,12.505908906395575
625,announcing,14.520811926937839
626,annoy,11.748223204698059
627,annoyed,12.078464891568634
628,annoying,11.188607416762636
629,annoyingly,14.520811926937839
630,annual,13.42219963826973
631,annually,13.42219963826973
632,anomally,14.115346818829675
633,anonymous,13.13451756581795
634,anorexic,14.115346818829675
635,another,9.433215591705455
636,anothers,14.520811926937839
637,ans,13.604521195063684
638,answer,10.598838590656525
639,answring,14.115346818829675
640,ant,12.505908906395575
641,antalya,13.604521195063684
642,antarctica,13.13451756581795
643,anthe,14.115346818829675
644,anthem,14.115346818829675
645,anther,14.520811926937839
646,anthony,13.604521195063684
647,anthropology,14.520811926937839
648,anti,13.016734530161566
649,antibiotic,14.520811926937839
650,antic,14.520811926937839
651,anticipate,13.604521195063684
652,anticipation,14.520811926937839
653,antidote,14.520811926937839
654,antique,11.363811505787726
655,antiquing,14.520811926937839
656,antiquity,14.520811926937839
657,antisocial,13.827664746377895
658,antonio,13.13451756581795
659,antsy,14.115346818829675
660,antz,14.520811926937839
661,anus,14.520811926937839
662,anwer,14.520811926937839
663,anxiety,11.119614545275684
664,anxious,12.441370385258004
665,anxiously,13.827664746377895
666,any,6.942410732742271
667,anybody,12.729052457709784
668,anyday,13.827664746377895
669,anyhitng,14.115346818829675
670,anyhow,13.604521195063684
671,anymore,9.857372832825773
672,anyone,9.847983092475934
673,anyones,14.520811926937839
674,anyplace,14.520811926937839
675,anyplan,14.520811926937839
676,anyte,14.520811926937839
677,anythign,14.115346818829675
678,anything,8.192875143208646
679,anytime,11.846663277511311
680,anyting,14.520811926937839
681,anyway,10.164103100248248
682,anyways,11.452758991804222
683,anywhere,10.23722536507721
684,anywho,14.520811926937839
685,anywsay,14.520811926937839
686,anywsays,14.520811926937839
687,ao,14.520811926937839
688,aobut,14.115346818829675
689,aok,14.520811926937839
690,aol,14.115346818829675
691,aot,14.520811926937839
692,aou,14.115346818829675
693,aout,13.827664746377895
694,ap,13.42219963826973
695,apart,11.748223204698059
696,apartment,10.026573301657029
697,ape,14.520811926937839
698,apeshit,14.520811926937839
699,aphrodisiac,14.520811926937839
700,aplenty,14.520811926937839
701,apocalypse,14.115346818829675
702,apocalyptic,14.115346818829675
703,apologise,14.115346818829675
704,apologize,12.32358734960162
705,apology,12.911374014503739
706,apostrophe,13.604521195063684
707,app,11.262715388916357
708,appalachian,11.748223204698059
709,apparenlty,14.115346818829675
710,apparent,14.520811926937839
711,apparently,11.342758096589893
712,appartment,14.520811926937839
713,appeal,12.816063834699415
714,appealing,14.115346818829675
715,appear,12.505908906395575
716,appearance,13.268048958442472
717,appease,14.520811926937839
718,appetite,13.827664746377895
719,applachain,14.520811926937839
720,applaud,13.827664746377895
721,apple,9.712700896953057
722,applebees,14.520811926937839
723,appliance,12.649009750036248
724,applicable,13.827664746377895
725,application,12.649009750036248
726,applied,14.520811926937839
727,appling,14.520811926937839
728,apply,10.47776065910329
729,applyinh,14.115346818829675
730,appointment,12.911374014503739
731,appreciate,10.703099600980934
732,appreciated,14.520811926937839
733,appreciation,13.827664746377895
734,appreciative,14.115346818829675
735,apprentice,13.42219963826973
736,apprenticeship,13.827664746377895
737,approach,13.268048958442472
738,approachable,14.520811926937839
739,appropriate,13.13451756581795
740,approval,13.604521195063684
741,approve,11.576372947771398
742,approximately,14.520811926937839
743,approximation,14.520811926937839
744,apps,14.520811926937839
745,april,12.441370385258004
746,apron,14.115346818829675
747,apt,13.604521195063684
748,aptitude,14.520811926937839
749,aquaponics,14.520811926937839
750,aquarium,11.846663277511311
751,aquarius,13.827664746377895
752,aquired,14.520811926937839
753,ar,11.995083282629585
754,arab,13.827664746377895
755,arabia,12.649009750036248
756,arabian,14.520811926937839
757,arabians,14.115346818829675
758,arabic,12.269520128331344
759,arae,13.827664746377895
760,arbitrary,14.115346818829675
761,arbor,12.729052457709784
762,arboretum,14.115346818829675
763,arc,14.115346818829675
764,arcade,11.995083282629585
765,arcadia,13.42219963826973
766,arch,13.42219963826973
767,archaeological,14.115346818829675
768,archaeologist,13.268048958442472
769,archaeology,13.13451756581795
770,archeologist,14.520811926937839
771,archer,14.115346818829675
772,archery,11.500387040793477
773,archey,14.520811926937839
774,architect,11.918122241493455
775,architecture,12.649009750036248
776,archive,12.911374014503739
777,arctic,13.604521195063684
778,are,12.729052457709784
779,area,9.281713920049775
780,ared,14.115346818829675
781,aren,14.115346818829675
782,arena,13.604521195063684
783,areteglobal,14.520811926937839
784,arey,14.520811926937839
785,areyou,13.827664746377895
786,arf,14.115346818829675
787,argenetina,14.115346818829675
788,argentina,11.81276172583563
789,argentinan,14.520811926937839
790,argentinians,14.520811926937839
791,argh,14.520811926937839
792,argia,14.520811926937839
793,argue,11.81276172583563
794,arguer,14.520811926937839
795,argument,12.441370385258004
796,ariel,12.12291665413947
797,aries,14.520811926937839
798,aright,14.115346818829675
799,arise,14.520811926937839
800,arive,14.115346818829675
801,arizona,11.576372947771398
802,ark,14.520811926937839
803,arkansas,13.016734530161566
804,arlene,14.520811926937839
805,arlo,14.520811926937839
806,arm,10.54113027303588
807,armadillo,13.604521195063684
808,armature,14.520811926937839
809,armed,14.115346818829675
810,armin,14.520811926937839
811,armor,14.115346818829675
812,armpit,12.816063834699415
813,army,10.132554742513321
814,arnold,12.035905277149839
815,arnt,14.520811926937839
816,aroma,14.520811926937839
817,aromatherapy,14.520811926937839
818,aromatic,14.520811926937839
819,aroudn,14.115346818829675
820,around,8.310211849913188
821,arounda,14.115346818829675
822,arr,14.520811926937839
823,arrange,12.816063834699415
824,arrangement,13.604521195063684
825,array,14.115346818829675
826,arre,13.604521195063684
827,arrest,12.729052457709784
828,arrgh,14.520811926937839
829,arriana,14.115346818829675
830,arrival,14.520811926937839
831,arrive,12.035905277149839
832,arrogance,13.604521195063684
833,arrogant,13.604521195063684
834,arrow,12.729052457709784
835,arrowhead,14.520811926937839
836,arrrggdxji,14.520811926937839
837,arsenal,14.520811926937839
838,art,8.800500150330429
839,artery,14.115346818829675
840,arthritis,13.42219963826973
841,arthur,14.115346818829675
842,artic,14.520811926937839
843,artichoke,14.520811926937839
844,article,11.407296617727464
845,artifact,14.520811926937839
846,artificial,14.520811926937839
847,artificially,14.520811926937839
848,artillery,14.520811926937839
849,artist,9.544078184517264
850,artiste,14.520811926937839
851,artisti,14.115346818829675
852,artistic,11.452758991804222
853,artistically,14.520811926937839
854,artistry,14.520811926937839
855,artsy,13.268048958442472
856,artwork,12.649009750036248
857,aruba,14.115346818829675
858,arya,14.520811926937839
859,as,6.839020963662419
860,asada,14.520811926937839
861,asai,14.520811926937839
862,asap,13.268048958442472
863,ascend,14.520811926937839
864,ash,14.115346818829675
865,asha,14.115346818829675
866,ashamed,13.604521195063684
867,ashely,13.827664746377895
868,asheville,14.520811926937839
869,ashley,12.380745763441569
870,asia,11.170907839663235
871,asian,11.630440169041675
872,asians,14.520811926937839
873,aside,11.500387040793477
874,ask,8.820368353547153
875,askewd,14.520811926937839
876,askin,14.520811926937839
877,asl,13.268048958442472
878,asleep,11.918122241493455
879,aslo,14.520811926937839
880,asn,14.520811926937839
881,asparagus,11.881754597322582
882,aspca,14.520811926937839
883,aspect,12.269520128331344
884,aspen,13.604521195063684
885,asperger,14.115346818829675
886,asphalt,14.520811926937839
887,aspiration,12.505908906395575
888,aspire,11.779971903012639
889,aspiring,13.42219963826973
890,ass,13.268048958442472
891,assassin,13.604521195063684
892,assault,14.115346818829675
893,assembl,14.115346818829675
894,assemble,14.115346818829675
895,assembly,14.115346818829675
896,assesment,14.520811926937839
897,assess,14.520811926937839
898,assessment,14.115346818829675
899,assessor,13.42219963826973
900,asshole,14.520811926937839
901,assign,13.13451756581795
902,assignment,12.32358734960162
903,assist,12.505908906395575
904,assistance,13.42219963826973
905,assistant,10.923499666349393
906,assisted,14.520811926937839
907,associate,12.078464891568634
908,associates,14.520811926937839
909,association,13.42219963826973
910,asst,13.827664746377895
911,assume,10.923499666349393
912,assumption,13.42219963826973
913,assurance,14.520811926937839
914,assured,14.520811926937839
915,asteria,13.827664746377895
916,asterix,14.115346818829675
917,asteroid,14.520811926937839
918,asthma,11.81276172583563
919,asthmatic,14.520811926937839
920,astigmatism,14.520811926937839
921,aston,13.604521195063684
922,astonish,14.520811926937839
923,astonishing,14.520811926937839
924,astoria,14.520811926937839
925,astro,13.604521195063684
926,astronaut,12.32358734960162
927,astronomical,14.520811926937839
928,astronomy,12.269520128331344
929,astrophysic,14.520811926937839
930,astrophysicist,14.520811926937839
931,astrophysics,13.13451756581795
932,astros,14.520811926937839
933,asu,14.520811926937839
934,aswell,12.816063834699415
935,asylum,14.115346818829675
936,at,6.374102874734521
937,atari,13.016734530161566
938,atascosita,14.520811926937839
939,ate,13.827664746377895
940,atheist,13.827664746377895
941,athens,13.827664746377895
942,athlete,10.78314230865447
943,athletic,11.039571837602148
944,athletically,14.520811926937839
945,athourity,14.115346818829675
946,atkins,14.520811926937839
947,atl,14.520811926937839
948,atlanta,11.576372947771398
949,atlantic,12.380745763441569
950,atlantis,14.115346818829675
951,atlas,13.268048958442472
952,atleast,12.505908906395575
953,atm,12.729052457709784
954,atmosphere,12.269520128331344
955,atmospheric,14.115346818829675
956,atom,13.604521195063684
957,atrium,14.520811926937839
958,atrophy,14.520811926937839
959,attach,13.13451756581795
960,attachment,13.13451756581795
961,attack,11.658611046008371
962,attatash,14.115346818829675
963,attempt,12.816063834699415
964,attend,10.23722536507721
965,attendant,13.604521195063684
966,attendee,14.520811926937839
967,attene,14.115346818829675
968,attention,11.039571837602148
969,attest,14.115346818829675
970,attic,12.441370385258004
971,attire,14.115346818829675
972,attitude,12.169436669774361
973,attorney,11.687598582881623
974,attract,11.918122241493455
975,attracted,14.520811926937839
976,attraction,13.827664746377895
977,attractive,12.078464891568634
978,attribute,13.827664746377895
979,atul,14.115346818829675
980,atv,14.520811926937839
981,au,14.520811926937839
982,aubrey,14.115346818829675
983,auburn,13.268048958442472
984,aucostic,14.115346818829675
985,auction,14.115346818829675
986,audi,14.115346818829675
987,audience,12.816063834699415
988,audio,12.816063834699415
989,audiobook,13.42219963826973
990,audiologist,14.520811926937839
991,audis,14.115346818829675
992,audition,11.476289489214416
993,auditor,14.115346818829675
994,audrey,14.520811926937839
995,august,12.169436669774361
996,augusta,14.520811926937839
997,augustine,14.115346818829675
998,aujourd,14.520811926937839
999,aunt,11.779971903012639
1000,auntie,14.520811926937839
1001,aurora,13.827664746377895
1002,aussie,14.115346818829675
1003,austen,12.169436669774361
1004,austin,11.576372947771398
1005,austins,14.115346818829675
